repo_name	decision	note	description	topics	language	stars	archived	is_fork	search_names
NikitaKurochkin1/Fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	nikitakurochkin1/fasta
nimua/single_fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	nimua/single_fasta
nischitha216/fasta-upload	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	nischitha216/fasta-upload
njdbickhart/GetMaskBedFasta	include	metadata indicates biological FASTA use	A program that efficiently identifies masked or gap regions in assemblies		Java	1.0	0.0	0.0	njdbickhart/getmaskbedfasta
njliangdong/add_eggNOG_to_fasta	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	njliangdong/add_eggnog_to_fasta
noadrow/fasta_bed_switch	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	noadrow/fasta_bed_switch
NorwegianVeterinaryInstitute/irida-plugin-Fastq-fasta	include	metadata indicates biological FASTA use	Test plugin to make our hands dirty in learning how to develop irida-plugin			0.0	0.0	0.0	norwegianveterinaryinstitute/irida-plugin-fastq-fasta
NoSpooksAllowed/fasta_api_stepik_exam	exclude	metadata indicates unrelated use of FASTA term/acronym	This is the repository for my final exam project from the FastAPI course on Stepik.		Python	0.0	0.0	0.0	nospooksallowed/fasta_api_stepik_exam
not-a-feature/miniFASTA	include	metadata indicates biological FASTA use	An small FASTA toolbox for small to medium size projects without dependencies.	bioinformatics;fasta;python;reader-writer;toolbox	Python	4.0	0.0	0.0	not-a-feature/minifasta
novitch/retrieve_sequences_fasta	include	metadata indicates biological FASTA use			Perl	0.0	0.0	0.0	novitch/retrieve_sequences_fasta
nurhusien1970/xmltofasta	include	repository name indicates FASTA conversion/handling	This project is on xml conversion to fasta in rare case need		Python	0.0	0.0	0.0	nurhusien1970/xmltofasta
nwillbrightn/Bodda-Fasta	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	nwillbrightn/bodda-fasta
nwillbrightn/Bodda-Fasta-Backend	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	nwillbrightn/bodda-fasta-backend
nwillbrightn/Bodda-Fasta-Frontend	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	nwillbrightn/bodda-fasta-frontend
nylander/efasta2fasta	include	metadata indicates biological FASTA use	Convert extended fasta (efasta) to fasta		Perl	1.0	0.0	0.0	nylander/efasta2fasta
nylander/fasta-tab	include	metadata indicates biological FASTA use	Convert fasta to tab, and back		Perl	0.0	0.0	0.0	nylander/fasta-tab
nylander/fasta2psiblast	include	metadata indicates biological FASTA use	Convert fasta MSA to format suitable for PSIBLAST		Python	0.0	0.0	0.0	nylander/fasta2psiblast
nylander/split-fasta-seq	include	repository name indicates FASTA sequence handling	Split long fasta entries to shorter - and fast!		C	0.0	0.0	0.0	nylander/split-fasta-seq
nylander/translate_fasta_headers	include	metadata indicates biological FASTA use	Translate long fasta headers to short - and back!		Perl	4.0	0.0	0.0	nylander/translate_fasta_headers
obiech/fasta	exclude	insufficient metadata to establish biological FASTA use			Dart	1.0	0.0	0.0	obiech/fasta
Odditude/FASTA-BAM-done	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	odditude/fasta-bam-done
Odira007/Fasta	exclude	insufficient metadata to establish biological FASTA use	ASP.NET Core MVC Car Rental Application		C#	1.0	0.0	0.0	odira007/fasta
Ofir-Leshem/fasta2hdf5	include	repository name indicates FASTA conversion/handling			Python	1.0	0.0	0.0	ofir-leshem/fasta2hdf5
olga-perczynska/PO_WIZ_FASTA	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	olga-perczynska/po_wiz_fasta
olgatsiouri1996/df2fasta	include	repository name indicates FASTA conversion/handling	R Function that Converts Dataframe to FASTA 		R	1.0	0.0	0.0	olgatsiouri1996/df2fasta
olgatsiouri1996/merops_fasta_fixer	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	olgatsiouri1996/merops_fasta_fixer
olgatsiouri1996/miRBase-fasta-by-org-subsetter	include	metadata indicates biological FASTA use	GUI app to retrieve mature or hairpin miRNA sequences by organism		Python	0.0	0.0	0.0	olgatsiouri1996/mirbase-fasta-by-org-subsetter
olivierfriard/fasta_scan	exclude	insufficient metadata to establish biological FASTA use			Pascal	0.0	0.0	0.0	olivierfriard/fasta_scan
Omig12/Vala_FastQ_to_Fasta	include	metadata indicates biological FASTA use	A native Gnome GUI for a common file conversion used by molecular biologist and bioinformatics		Vala	0.0	0.0	0.0	omig12/vala_fastq_to_fasta
Oops324/Automatically-download-fasta-from-NCBI	include	metadata indicates biological FASTA use	Automatically download sequences from NCBI and filter by query		Python	0.0	0.0	0.0	oops324/automatically-download-fasta-from-ncbi
oospina/fasta2migrate	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	oospina/fasta2migrate
oovchin1/FASTA_IO	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	oovchin1/fasta_io
Oshy44/Fasta	exclude	insufficient metadata to establish biological FASTA use			Java	0.0	0.0	0.0	oshy44/fasta
Ossama-Shafiq/Bioinformatics_fasta_seqs	include	metadata indicates biological FASTA use			Shell	0.0	0.0	0.0	ossama-shafiq/bioinformatics_fasta_seqs
oswaldamwoirai/-Fasta_online2025	exclude	insufficient metadata to establish biological FASTA use	official Repo for fasta online website		HTML	1.0	0.0	0.0	oswaldamwoirai/-fasta_online2025
pankhilpandya01-star/bioinformatics-project-01-fasta-explorer	include	metadata indicates biological FASTA use	Beginner Python tool for comparing length and GC content across real bacterial 16S rRNA sequences.	16s-rrna;bioinformatics;computational-biology;fasta;python;sequence-analysis	Python	0.0	0.0	0.0	pankhilpandya01-star/bioinformatics-project-01-fasta-explorer
patrickgrey/2018-clients-finn-grey-fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	patrickgrey/2018-clients-finn-grey-fasta
patrycjaryske/Analizator-FASTA	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	patrycjaryske/analizator-fasta
paulmaier/fasta2genotype	include	repository name indicates FASTA conversion/handling	Convert STACKS fasta to many genotype formats		Python	6.0	0.0	0.0	paulmaier/fasta2genotype
Paulos-source/Fasta-vpn	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	paulos-source/fasta-vpn
paulranum11/Fasta_to_Fastq.py	include	metadata indicates biological FASTA use		read	Python	0.0	0.0	0.0	paulranum11/fasta_to_fastq.py
PavelLaptev/Fasta-Fasta-Sketch-plugin	exclude	insufficient metadata to establish biological FASTA use	background timer for sketch			2.0	0.0	0.0	pavellaptev/fasta-fasta-sketch-plugin
pbfrandsen/fasta_metadata_parser	include	repository name indicates FASTA sequence handling			Python	3.0	0.0	0.0	pbfrandsen/fasta_metadata_parser
pchitsutti/KaryotypicSortFasta	include	repository name indicates FASTA sequence handling			Perl	0.0	0.0	0.0	pchitsutti/karyotypicsortfasta
pcubilescid/Fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	pcubilescid/fasta
pcubilescid/LecturaFicheroFasta	include	metadata indicates biological FASTA use	programa en Python que tome como entrada un fichero FASTA vaya leyendo el fichero, extrayendo las cabeceras de las secuencias, e imprimiendo por pantalla las mismas, una por línea		Python	0.0	0.0	0.0	pcubilescid/lecturaficherofasta
pedro-fr/multi-fasta-split	include	metadata indicates biological FASTA use	Bash scripts to split a MultiFasta file into individual fasta		Shell	1.0	0.0	0.0	pedro-fr/multi-fasta-split
pedroscampoy/fasta_to_data	include	metadata indicates biological FASTA use	This script blast all sequences in a multifasta and download all sequences that met user parameters, mostly size. 		Jupyter Notebook	0.0	0.0	0.0	pedroscampoy/fasta_to_data
PelinsuEkmekci/csv-to-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	pelinsuekmekci/csv-to-fasta
persichilloletizia-svg/fasta-motif-miner	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	persichilloletizia-svg/fasta-motif-miner
pesanteur/FaStA	exclude	insufficient metadata to establish biological FASTA use	Sentiment Analysis using Vader, Tweepy and Facebook Groups		Python	0.0	0.0	0.0	pesanteur/fasta
pforman/fasta-example	include	metadata indicates biological FASTA use	Example code for FASTA fragment assembly		Go	0.0	0.0	0.0	pforman/fasta-example
PGComai/Fasta-Pasta	exclude	insufficient metadata to establish biological FASTA use			GDScript	0.0	0.0	0.0	pgcomai/fasta-pasta
pgomezroca/bot-u-fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	pgomezroca/bot-u-fasta
phasepack/fasta-python	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	A Python implementation of Goldstein et. al's FASTA algorithm for convex optimization.	convex-optimization;gradient-descent;proximal-algorithms	Python	6.0	0.0	0.0	phasepack/fasta-python
phenolophthaleinum/fasta2png	include	repository name indicates FASTA conversion/handling			Jupyter Notebook	0.0	0.0	0.0	phenolophthaleinum/fasta2png
PhilippPelz/fasta-tomography	include	repository name indicates FASTA sequence handling	A GPU accelerated tomography reconstruction package, powered by pytorch and ASTRA		Python	8.0	0.0	0.0	philipppelz/fasta-tomography
PHNX04/fasta-qc-mini	exclude	insufficient metadata to establish biological FASTA use			Java	0.0	0.0	0.0	phnx04/fasta-qc-mini
photocyte/10X_fasta_to_gfa	include	repository name indicates FASTA conversion/handling			Python	1.0	0.0	0.0	photocyte/10x_fasta_to_gfa
Pighills/Fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	pighills/fasta
Pio82/fasta_summary	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	pio82/fasta_summary
PoisonAifih/Compbio_TunaFasta	include	repository name indicates FASTA sequence handling			Jupyter Notebook	0.0	0.0	0.0	poisonaifih/compbio_tunafasta
PoisonAlien/gtf2fasta	include	metadata indicates biological FASTA use	Tookit for gtf format conversion and sequence extraction	gtf;rna-seq	Julia	5.0	0.0	0.0	poisonalien/gtf2fasta
PolyU-HTI-Copilot/cat-fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	polyu-hti-copilot/cat-fasta
popgenomics/fasta2ABC	include	metadata indicates biological FASTA use			C++	0.0	0.0	0.0	popgenomics/fasta2abc
popgenomics/vcf2fasta	include	metadata indicates biological FASTA use			C++	0.0	0.0	0.0	popgenomics/vcf2fasta
PopoolaAbdulgafar/fasta-counter	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	popoolaabdulgafar/fasta-counter
pouyannc/fasta_util_tool	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	pouyannc/fasta_util_tool
PPeachi/fasta	exclude	insufficient metadata to establish biological FASTA use	for test		R	0.0	0.0	0.0	ppeachi/fasta
pranith01/Fasta_to_txt_converter	include	repository name indicates FASTA sequence handling			HTML	0.0	0.0	0.0	pranith01/fasta_to_txt_converter
pscpsm/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq		Perl	0.0	0.0	0.0	pscpsm/fasta-to-fastq
pswsm/fasta_cli_tools	include	metadata indicates biological FASTA use	A small fasta CLI toolkit developed in Rust	bioinformatics;bioinformatics-tool;cli;cli-app;fasta-sequences;rust;rust-lang	Rust	2.0	0.0	0.0	pswsm/fasta_cli_tools
Public-Health-Bioinformatics/reformat_usearch_collapsed_fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	public-health-bioinformatics/reformat_usearch_collapsed_fasta
Puritynjenga/Fasta_header_rename	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	puritynjenga/fasta_header_rename
pvanheus/merge_fasta	include	metadata indicates biological FASTA use	merge_fasta Galaxy tool			1.0	0.0	0.0	pvanheus/merge_fasta
pvanheus/refseq_fasta_data_manager	include	metadata indicates biological FASTA use	Galaxy data manager for downloading data from NCBI RefSeq and adding to all_fasta.loc		Python	0.0	0.0	0.0	pvanheus/refseq_fasta_data_manager
pxxiao-hz/xFASTA	exclude	insufficient metadata to establish biological FASTA use			Python	1.0	0.0	0.0	pxxiao-hz/xfasta
pyoelii/FASTA-Scripts	include	repository name indicates FASTA sequence handling	FASTA Scripts and Tools			0.0	0.0	0.0	pyoelii/fasta-scripts
pyrun-cloud/ray-fasta-pipeline	exclude	insufficient metadata to establish biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	pyrun-cloud/ray-fasta-pipeline
pythonghetti/FASTA-anlyser	include	metadata indicates biological FASTA use	Python script to display G, C, T, A content and length of genetic sequence		Python	0.0	0.0	0.0	pythonghetti/fasta-anlyser
qnmateen/Annoscript-Trinity.fasta	include	repository name indicates FASTA sequence handling				0.0	1.0	0.0	qnmateen/annoscript-trinity.fasta
QQ767172261/Create-and-build-a-YOLOv8based-fish-disease-detection-system-using-frameworks-such-as-Flask-or-FastA	exclude	metadata indicates unrelated use of FASTA term/acronym	使用Flask或FastAPI等框架创建构建一个基于YOLOv8的鱼病害检测系统，训练使用鱼类病害检测数据集_包括环境设置、数据准备、模型训练、评估和推理部署。			0.0	0.0	0.0	qq767172261/create-and-build-a-yolov8based-fish-disease-detection-system-using-frameworks-such-as-flask-or-fasta
qtsrepos/gemini_fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	qtsrepos/gemini_fasta
QuintinPope/FASTA_Perceiver	include	metadata indicates biological FASTA use	Code to prepare FASTA data and train a perceiver language model with masked language modeling		Python	0.0	0.0	0.0	quintinpope/fasta_perceiver
Rachanabhowmik/ANTI-MD-NEGATIVE.fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rachanabhowmik/anti-md-negative.fasta
Rachanabhowmik/ANTI-RD-NEGATIVE.fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rachanabhowmik/anti-rd-negative.fasta
Rachanabhowmik/ANTI-TB-POSITIVE.fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rachanabhowmik/anti-tb-positive.fasta
Rachanabhowmik/ANTITB-POSITIVE.fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rachanabhowmik/antitb-positive.fasta
Rachanabhowmik/pos_dat_s.fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rachanabhowmik/pos_dat_s.fasta
Rachanabhowmik/RD_negdata.fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rachanabhowmik/rd_negdata.fasta
raisha-rfq/combine-fasta-py-bash	include	metadata indicates biological FASTA use	 Inspired from https://www.bioinformatics.org/sms2/combine_fasta.html.	combine-fasta;fasta	Shell	1.0	0.0	0.0	raisha-rfq/combine-fasta-py-bash
Raithalus/FASTA	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	raithalus/fasta
ramsainanduri/subset_multifasta	include	metadata indicates biological FASTA use	Subset Multi Fasta		Python	0.0	0.0	0.0	ramsainanduri/subset_multifasta
RaphaelHebert/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	raphaelhebert/fasta
RaphaelHebert/fasta-downlaoad-from-NCBI	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	raphaelhebert/fasta-downlaoad-from-ncbi
raramayo/Fasta_GFF3_Equalizer_Bash	include	metadata indicates biological FASTA use			Shell	0.0	0.0	0.0	raramayo/fasta_gff3_equalizer_bash
raramayo/Fasta_Seq_Plot_Bash	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	raramayo/fasta_seq_plot_bash
raramayo/Fasta_Seq_Prepare_Bash	include	repository name indicates FASTA sequence handling			Shell	0.0	0.0	0.0	raramayo/fasta_seq_prepare_bash
raramayo/Taxonomy_Fasta_Headers_Python	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	raramayo/taxonomy_fasta_headers_python
raulmejia/ab1-2-fasta-using-abiview	include	repository name indicates FASTA sequence handling	This repository handle ab1 files		Shell	0.0	0.0	0.0	raulmejia/ab1-2-fasta-using-abiview
